nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
White,Nicole,46,188.9,59.7,F,non,doctorat,Occitanie,oui,oui,het,4,239.8,1740,veuf,1.0,0.49,2023-12-17,561.0,5000.0,17451.952534997985
Peters,Mitchell,75,159.5,84.1,H,oui,bac,Hauts-de-France,non,oui,het,3,25.6,4563,veuf,,0.19,2022-11-23,727.0,,36458.65655630134
Butler,Virginia,69,179.0,76.7,F,oui,doctorat,Bretagne,non,non,het,1,392.1,4070,,5.0,0.01,2023-05-15,,1015.05,8779.563534426803
English,Jimmy,73,163.0,88.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,3,420.1,3537,,,0.37,2021-06-27,650.0,10000.0,2157.406257277482
Nunez,Donald,58,157.7,75.9,F,non,doctorat,Bretagne,oui,non,het,1,479.7,3461,marié,0.0,0.15,2023-06-13,,538.4,500.0
Ballard,Maria,54,180.6,82.7,F,oui,bac+2,Corse,oui,oui,het,1,273.0,2169,,,0.49,2023-04-08,,,500.0
Hopkins,Samuel,37,182.8,68.5,F,non,master,Auvergne-Rhône-Alpes,non,non,het,2,377.5,3265,divorcé,,0.87,2023-04-13,406.0,,500.0
Rice,Anna,28,176.9,68.0,H,oui,bac+2,Normandie,oui,non,het,1,346.1,2217,veuf,,0.71,2022-12-21,547.0,,500.0
Clayton,Mark,42,176.2,55.9,H,non,master,Île-de-France,oui,oui,het,3,258.3,3122,célibataire,5.0,0.56,2022-09-25,,5000.0,23705.577189571053
Knight,Erin,30,164.6,77.7,H,non,aucun,Hauts-de-France,oui,oui,het,1,88.5,1152,divorcé,3.0,0.26,2024-01-01,,887.76,500.0
Fritz,Erica,37,168.1,57.0,H,non,master,Corse,non,non,hom,1,345.5,2159,divorcé,,0.96,2022-08-28,350.0,5000.0,500.0
Harrington,Pamela,53,162.0,95.2,H,non,bac,Bretagne,non,oui,het,3,260.0,3584,célibataire,5.0,0.86,2023-10-07,653.0,646.12,27079.041552607447
Mason,Thomas,41,168.1,100.3,F,non,master,Île-de-France,non,non,het,3,166.2,3062,,,0.38,2025-02-26,432.0,5000.0,11265.525684363349
Ferguson,Lori,63,172.1,38.1,H,non,doctorat,Bretagne,oui,non,hom,3,41.6,1241,,4.0,0.85,2022-11-25,,10000.0,500.0
Johnson,Michele,51,179.6,67.4,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,hom,2,76.1,2202,,,0.89,2024-08-03,,5000.0,16168.417543685597
Clark,Mary,34,174.9,65.3,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,0,254.7,3190,,0.0,0.93,2022-03-27,456.0,10000.0,500.0
Tran,Jeffrey,71,179.4,67.5,H,non,aucun,Corse,non,non,het,1,241.9,2597,marié,3.0,0.38,2020-06-30,,10000.0,500.0
Ramirez,Cynthia,19,157.8,72.2,F,oui,bac+2,Île-de-France,oui,oui,het,1,491.3,1484,divorcé,2.0,0.12,2020-10-05,695.0,10000.0,7245.847283376626
Brown,Tyler,28,160.4,86.0,F,oui,doctorat,Bretagne,non,non,het,1,268.1,3952,veuf,,0.8,2021-05-11,636.0,529.0,7734.093448214576
Banks,Karen,55,167.0,63.8,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,het,1,366.4,2976,célibataire,2.0,0.7,2022-09-08,695.0,,500.0
Marshall,Lindsey,40,161.6,60.6,F,non,bac+2,Hauts-de-France,oui,non,het,2,219.8,2641,,1.0,0.88,2021-11-27,597.0,5000.0,500.0
Elliott,Mark,36,179.6,74.7,H,oui,aucun,Occitanie,oui,oui,het,0,152.4,2587,marié,,0.78,2021-06-07,,590.68,500.0
Hanna,Jacob,62,163.8,53.8,F,oui,master,Île-de-France,non,oui,het,0,208.8,2707,,,0.98,2020-12-11,418.0,10000.0,20199.899563000963
Snyder,Stephen,33,184.9,81.3,H,oui,doctorat,Hauts-de-France,oui,oui,het,0,203.1,2014,divorcé,5.0,0.74,2024-06-01,556.0,723.29,8023.8430025464195
Carter,Sean,21,167.0,66.0,F,oui,doctorat,Bretagne,non,oui,het,2,270.7,1203,marié,3.0,0.14,2025-04-27,,5000.0,19340.21393260887
Rivera,Nathan,49,169.1,72.4,H,non,doctorat,Hauts-de-France,non,oui,het,4,135.8,3645,,,0.32,2023-07-31,,10000.0,29471.060140666585
Smith,Tammy,19,172.6,69.0,F,oui,master,Normandie,oui,oui,het,0,287.0,2816,marié,,0.59,2020-10-31,,5000.0,500.0
Wiggins,Susan,68,179.7,69.6,F,non,bac+2,Normandie,non,non,het,2,250.4,3073,,1.0,0.71,2021-05-15,,,500.0
Holmes,Johnny,68,168.2,50.4,F,non,bac+2,Bretagne,oui,non,het,2,244.9,3113,marié,1.0,0.35,2024-01-19,,5000.0,500.0
Ramsey,Alexis,74,167.4,64.3,F,non,master,Île-de-France,non,oui,het,0,299.3,500,divorcé,,0.61,2022-03-13,,5000.0,500.0
Flowers,Jacqueline,46,172.7,70.0,F,non,master,Auvergne-Rhône-Alpes,non,non,het,4,292.4,500,,1.0,0.68,2021-12-25,,1114.58,500.0
Johnson,Raymond,22,153.1,82.4,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,het,1,274.1,1806,célibataire,4.0,0.08,2023-10-14,627.0,,500.0
Hughes,Stephen,36,163.4,67.5,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,hom,4,62.0,4051,veuf,3.0,0.21,2025-03-24,813.0,683.07,50730.52407551551
Holder,Laura,29,162.2,29.3,H,non,aucun,Île-de-France,oui,non,het,1,183.9,803,,0.0,0.76,2024-01-01,,10000.0,500.0
Vaughn,Joseph,30,176.7,66.6,H,non,doctorat,Bretagne,non,oui,het,3,398.3,2393,marié,1.0,0.75,2025-05-18,,5000.0,31018.138218682147
Marshall,Harry,64,168.2,78.7,F,non,master,Corse,oui,oui,het,0,384.0,2854,marié,2.0,0.24,2024-07-30,,,500.0
Taylor,Christopher,23,150.0,61.4,F,oui,master,Occitanie,oui,non,het,2,290.3,500,marié,,0.46,2023-10-05,551.0,,500.0
Bailey,Thomas,18,151.3,60.4,F,non,doctorat,Hauts-de-France,oui,oui,het,0,340.4,3697,divorcé,,0.11,2021-06-07,601.0,902.16,500.0
Brady,David,52,173.4,58.9,H,non,doctorat,Occitanie,non,non,het,2,258.6,2318,veuf,5.0,0.45,2025-05-04,,5000.0,500.0
Decker,Cheryl,36,176.3,68.1,F,oui,bac+2,Hauts-de-France,non,non,het,0,329.0,4486,célibataire,,0.15,2023-11-15,534.0,537.14,500.0
Garza,Samuel,53,182.9,45.2,F,oui,bac+2,Hauts-de-France,non,non,hom,3,175.6,1515,divorcé,,0.69,2020-02-23,692.0,5000.0,500.0
Hendrix,Emily,19,152.9,86.8,F,oui,bac,Corse,oui,oui,het,4,255.5,1030,veuf,,0.14,2020-10-02,,639.22,500.0
Kim,Daniel,45,176.2,54.3,F,oui,doctorat,Hauts-de-France,oui,non,het,2,60.7,2793,marié,,0.22,2021-08-06,581.0,,500.0
Yang,Jennifer,52,189.7,76.4,H,non,bac,Bretagne,oui,non,het,1,176.7,1532,,0.0,0.01,2021-06-19,,10000.0,500.0
Lucas,Debra,36,158.9,92.2,F,non,aucun,Bretagne,oui,non,het,-1,64.4,500,divorcé,3.0,0.66,2020-05-24,,10000.0,500.0
Owens,Ashley,31,159.0,58.1,H,non,bac+2,Île-de-France,non,oui,het,1,332.3,3013,divorcé,,1.0,2021-05-09,,5000.0,23396.4750533672
Scott,Lindsey,69,174.4,89.6,F,non,bac,Occitanie,oui,oui,het,0,249.5,1244,célibataire,3.0,0.08,2021-07-27,,10000.0,500.0
Murray,Jennifer,54,166.4,77.5,F,oui,bac+2,Normandie,oui,oui,het,1,303.3,2793,,1.0,0.89,2022-09-21,,10000.0,6455.020767880326
Ferguson,Kelsey,43,173.0,76.2,H,non,aucun,Bretagne,non,oui,het,-3,384.7,5125,célibataire,5.0,0.26,2025-02-12,577.0,480.01,500.0
Vargas,Rachel,34,178.0,56.3,H,non,bac,Île-de-France,non,oui,het,5,125.2,2760,veuf,3.0,0.51,2025-05-21,840.0,10000.0,35919.99213773994
Kelley,Patrick,75,175.9,70.0,F,non,master,Bretagne,non,non,het,0,295.8,2694,veuf,0.0,0.25,2024-04-11,,,500.0
Lee,Paula,31,157.0,57.6,H,non,master,Bretagne,oui,non,het,3,159.4,2336,divorcé,,0.88,2020-11-01,,,500.0
Richards,Benjamin,23,176.2,71.3,H,non,master,Île-de-France,oui,non,hom,1,45.6,3496,divorcé,,0.31,2024-05-29,789.0,,500.0
Nichols,Andrea,69,173.6,57.9,F,non,aucun,Normandie,oui,non,het,0,156.7,1933,marié,,0.54,2023-01-14,822.0,,500.0
Hill,Scott,34,164.9,59.3,F,non,bac,Normandie,oui,oui,het,2,296.5,2060,marié,4.0,0.85,2022-11-29,420.0,581.42,500.0
Hernandez,Angel,25,166.7,63.1,H,oui,bac+2,Normandie,oui,oui,het,1,107.3,1331,divorcé,4.0,0.84,2024-07-19,679.0,10000.0,500.0
Duffy,Sydney,47,161.3,84.4,H,non,master,Bretagne,non,oui,het,1,261.0,1987,,,0.13,2021-08-15,837.0,508.79,13991.583079107635
Blackwell,Cassie,42,167.2,52.9,F,non,master,Hauts-de-France,non,oui,het,1,462.3,1518,célibataire,0.0,0.05,2024-02-06,,64.44,500.0
Garcia,Richard,58,161.0,57.5,H,non,bac+2,Hauts-de-France,non,oui,het,0,295.1,1009,divorcé,,0.91,2024-12-18,,,500.0
Lopez,Steven,43,164.0,55.3,H,non,master,Île-de-France,non,oui,hom,3,46.9,500,divorcé,1.0,0.52,2025-01-24,,1026.92,16340.723328299468
Clark,Jeff,54,181.0,69.4,H,non,master,Bretagne,oui,oui,het,3,305.4,1165,,,0.19,2020-07-09,641.0,,10394.529017457107
Hobbs,Michael,66,185.9,71.3,H,non,doctorat,Occitanie,non,oui,het,0,353.7,841,marié,,0.04,2020-03-25,,10000.0,14024.246897271882
Wagner,Karen,23,171.0,60.2,H,oui,master,Bretagne,non,oui,het,3,319.8,1869,,,0.03,2021-01-18,,,44394.463078621295
Phillips,Brooke,51,158.2,77.2,F,oui,bac,Île-de-France,oui,non,het,0,68.1,2790,,5.0,0.67,2020-08-26,534.0,5000.0,500.0
King,Michael,65,167.2,68.8,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,1,380.3,1657,,,0.39,2022-08-08,464.0,,16532.453840404578
Kim,Kayla,41,185.6,66.3,F,non,bac,Normandie,oui,oui,het,3,277.8,4084,divorcé,,0.92,2022-03-30,,10000.0,5131.694031685281
Garcia,Melinda,24,169.1,62.7,H,non,bac+2,Occitanie,non,oui,hom,2,250.0,4362,veuf,,0.07,2023-01-31,449.0,10000.0,24380.569902385458
Wilson,James,68,165.7,49.0,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,het,5,285.0,2268,,2.0,0.67,2020-02-27,456.0,5000.0,500.0
Henderson,Diana,45,175.0,76.2,F,oui,bac+2,Hauts-de-France,non,oui,hom,2,144.3,3142,,1.0,0.16,2022-03-23,343.0,5000.0,8714.565853818895
Wright,Grace,65,171.2,66.0,H,non,doctorat,Normandie,non,oui,het,3,356.5,1074,célibataire,3.0,0.58,2025-06-11,801.0,,20273.547422412557
Miller,Thomas,50,164.7,82.0,F,non,bac,Bretagne,non,oui,het,1,324.9,3052,célibataire,,0.07,2021-04-24,,10000.0,2237.3429358138937
Nguyen,Sheila,43,159.7,64.4,F,oui,bac+2,Bretagne,non,oui,het,1,198.4,2213,divorcé,3.0,0.37,2022-09-17,,5000.0,15023.906265421176
Kemp,Adrienne,46,183.6,63.0,H,non,bac,Auvergne-Rhône-Alpes,non,non,het,4,334.7,2295,célibataire,4.0,0.98,2022-07-10,,10000.0,500.0
Spears,Jason,67,179.6,79.0,H,non,bac,Auvergne-Rhône-Alpes,non,non,het,-1,461.8,1201,,,0.19,2020-11-26,,,500.0
Brown,Sean,29,180.6,83.9,H,oui,bac+2,Occitanie,non,non,het,3,154.1,1761,célibataire,2.0,0.04,2025-04-17,,5000.0,11260.125540392632
Hurst,James,37,162.3,83.7,F,oui,doctorat,Normandie,oui,non,het,1,219.7,1607,célibataire,0.0,0.05,2024-02-13,606.0,,500.0
Simpson,Linda,18,173.9,62.9,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,het,5,278.1,2239,veuf,3.0,0.64,2021-02-27,,10000.0,500.0
Chapman,Lynn,54,190.7,33.7,H,oui,bac,Auvergne-Rhône-Alpes,non,non,het,4,309.4,3654,,3.0,0.05,2025-04-29,592.0,10000.0,11798.499379402076
Moreno,Aaron,66,182.0,75.6,H,non,master,Hauts-de-France,non,non,het,4,307.7,500,,4.0,1.0,2024-07-15,,745.04,500.0
Lucas,Haley,72,169.1,75.3,F,non,bac,Île-de-France,non,oui,het,0,92.0,3237,veuf,,0.82,2021-03-21,,900.14,1513.855488985332
Garza,Shannon,35,169.3,66.6,H,non,master,Normandie,oui,oui,het,0,223.4,592,célibataire,,0.33,2022-03-27,698.0,1408.96,500.0
Rodriguez,Anna,39,155.3,80.8,H,oui,master,Occitanie,oui,non,het,5,339.4,995,veuf,,0.1,2024-11-11,,,500.0
Hanna,Krista,38,163.7,52.4,H,oui,master,Occitanie,oui,non,het,2,306.7,1860,veuf,1.0,0.61,2023-06-14,,,500.0
Sanders,Roberto,42,171.8,40.7,H,oui,master,Normandie,oui,oui,het,4,198.4,1491,,5.0,0.83,2022-05-01,,5000.0,30901.93159311558
Ford,Brittany,65,159.1,61.5,F,non,bac,Bretagne,non,non,het,2,300.0,2422,célibataire,,0.53,2025-04-03,,10000.0,500.0
York,Patricia,58,168.2,73.0,F,oui,aucun,Corse,non,oui,hom,1,54.2,3148,divorcé,1.0,0.04,2023-08-06,757.0,966.31,500.0
Robinson,Carla,54,164.7,92.0,F,oui,aucun,Hauts-de-France,oui,non,het,2,198.9,4518,,,0.67,2020-07-25,450.0,,500.0
Harrington,Kelli,18,157.4,70.7,F,non,bac+2,Hauts-de-France,oui,oui,het,3,404.7,1723,marié,2.0,0.3,2020-09-15,,5000.0,500.0
Ayala,Bradley,44,185.0,100.9,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,het,0,70.8,3009,veuf,,0.86,2021-10-23,324.0,5000.0,3720.7903317807763
Anderson,Tyler,34,163.0,72.7,F,non,aucun,Corse,non,oui,het,5,284.3,4029,veuf,,0.29,2023-01-19,354.0,,5354.091189259598
Ali,Kimberly,45,169.5,67.2,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,0,130.0,4544,divorcé,,0.57,2020-10-28,567.0,,500.0
Martinez,Derek,50,177.2,85.5,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,191.3,1645,divorcé,5.0,0.38,2022-07-09,360.0,752.78,20593.999105196373
Coleman,Dennis,63,164.8,72.4,F,oui,bac+2,Normandie,non,non,het,0,256.1,2967,célibataire,4.0,0.07,2022-01-07,321.0,1112.3,500.0
Savage,Susan,47,178.2,81.3,H,non,master,Auvergne-Rhône-Alpes,non,non,het,2,222.4,2849,,,0.37,2022-05-05,,5000.0,1900.0212709012194
Peters,Angela,53,165.7,91.8,F,non,bac,Corse,non,oui,het,0,110.6,3871,,4.0,0.43,2020-09-01,,5000.0,500.0
Proctor,Elizabeth,42,155.6,70.8,F,non,doctorat,Hauts-de-France,non,non,het,0,486.9,3032,divorcé,,0.63,2022-01-18,,5000.0,500.0
Boyd,Sarah,59,178.0,54.0,F,oui,master,Occitanie,oui,oui,het,0,396.6,2817,,,0.83,2022-08-21,446.0,923.13,500.0
Huang,Kristy,59,152.4,50.4,F,non,bac+2,Hauts-de-France,non,non,het,1,140.6,2155,,0.0,0.15,2020-02-01,647.0,,500.0
Smith,Melanie,39,168.9,63.2,H,non,doctorat,Occitanie,non,non,het,3,129.6,3127,marié,4.0,0.62,2020-11-05,525.0,5000.0,4049.719116227865
Beard,Alan,48,183.0,68.1,F,oui,master,Corse,oui,non,het,0,194.6,1523,marié,,0.33,2022-08-01,,,500.0
Smith,Molly,33,172.0,48.9,F,oui,bac+2,Hauts-de-France,non,oui,het,1,19.2,3568,marié,,0.75,2022-05-26,447.0,510.98,8383.10490448225
Avila,Todd,49,156.8,74.2,H,oui,aucun,Occitanie,non,oui,het,1,271.1,2091,marié,,0.55,2025-04-15,426.0,,15512.902942083067
Wilson,Bradley,20,156.8,66.9,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,het,0,358.1,1862,,,0.96,2025-02-14,471.0,5000.0,500.0
Bean,Joseph,57,177.2,58.4,F,non,master,Occitanie,non,non,hom,1,185.1,2650,célibataire,,0.61,2020-11-09,372.0,5000.0,500.0
Jones,Melissa,56,161.0,61.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,3,272.4,4497,marié,,0.07,2020-05-01,387.0,,33191.12052798154
Mayo,Stephanie,23,163.4,91.8,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,het,1,277.8,1379,marié,,0.96,2022-04-02,,1249.19,21135.12171592161
Montes,Jesse,41,173.7,69.0,F,non,aucun,Hauts-de-France,non,oui,hom,2,404.1,1111,,,0.61,2023-05-31,,,500.0
Velasquez,Joshua,63,171.5,76.2,F,non,master,Occitanie,oui,non,het,3,164.7,1651,marié,5.0,0.19,2025-01-25,442.0,1058.57,500.0
Lee,Thomas,60,179.8,54.0,F,oui,doctorat,Bretagne,oui,non,hom,0,315.1,2264,,,0.35,2022-02-05,,611.64,500.0
Thompson,William,63,170.3,103.2,H,oui,master,Bretagne,non,oui,het,0,396.8,2311,marié,1.0,0.07,2020-05-28,810.0,980.26,29606.57892574774
Jacobs,Maria,47,176.5,84.6,F,non,bac,Corse,oui,non,het,4,306.6,1272,,,0.31,2020-09-04,,10000.0,500.0
Wood,Amy,61,170.2,98.1,F,oui,doctorat,Île-de-France,oui,oui,het,2,343.5,4115,marié,4.0,0.08,2020-03-12,413.0,539.5,25480.183711693255
Barrett,Morgan,62,172.0,55.5,F,oui,bac+2,Bretagne,non,non,het,2,288.2,630,,,0.01,2023-01-26,,10000.0,500.0
Crawford,Amy,48,174.7,45.3,H,oui,doctorat,Occitanie,non,non,het,3,294.2,2884,divorcé,,0.63,2024-06-04,,913.04,13879.918077578026
Fisher,Benjamin,71,184.8,47.6,F,non,bac,Auvergne-Rhône-Alpes,non,non,het,2,189.8,3314,divorcé,1.0,0.5,2022-05-03,782.0,,500.0
Rice,Kristina,42,160.3,46.1,F,oui,master,Corse,non,non,het,1,351.9,738,divorcé,2.0,0.35,2025-02-04,,10000.0,500.0
Jackson,Eric,30,178.6,117.6,H,non,bac+2,Île-de-France,non,oui,het,3,212.8,1706,divorcé,5.0,0.84,2022-08-16,364.0,,23621.68748221039
Alvarez,James,68,160.3,60.1,F,oui,aucun,Occitanie,non,non,het,3,241.4,3203,marié,,0.7,2023-03-31,,,500.0
Williamson,Dana,66,167.0,73.5,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,0,248.0,1411,célibataire,,0.92,2020-08-29,473.0,,500.0
Alvarez,Rachel,59,180.0,66.0,F,non,aucun,Corse,oui,oui,het,-1,216.0,2417,marié,,0.93,2022-12-09,466.0,,500.0
Sims,Justin,55,164.0,51.9,H,oui,master,Hauts-de-France,oui,non,het,1,325.5,3910,célibataire,2.0,0.59,2024-02-23,,5000.0,500.0
Kelly,Philip,29,174.0,46.3,F,oui,bac+2,Normandie,oui,non,het,2,216.6,1936,divorcé,4.0,0.03,2020-08-09,728.0,10000.0,500.0
Schultz,Bob,38,163.7,60.0,H,non,master,Auvergne-Rhône-Alpes,oui,non,het,2,254.8,3860,veuf,,0.42,2022-04-06,549.0,493.61,1532.0679075244864
Weaver,Edward,64,162.6,80.0,H,oui,doctorat,Hauts-de-France,non,oui,het,2,200.9,2667,veuf,4.0,0.54,2024-11-23,327.0,5000.0,27930.84059520144
Rose,Lucas,29,171.7,85.6,F,oui,master,Occitanie,non,oui,het,3,253.9,1922,marié,,0.0,2020-06-16,669.0,,28081.124348030018
Obrien,Angela,61,173.1,50.9,F,oui,bac+2,Bretagne,oui,non,het,2,266.6,2176,célibataire,2.0,0.0,2021-03-07,,1044.61,500.0
Dillon,Michael,70,176.4,73.4,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,272.3,1785,marié,,0.04,2022-06-23,,683.84,500.0
Matthews,Kevin,31,183.0,83.9,F,non,aucun,Occitanie,oui,non,het,2,213.9,2016,veuf,,0.11,2023-02-27,,5000.0,500.0
Garcia,Gordon,31,179.5,67.7,H,oui,aucun,Bretagne,non,oui,het,3,360.6,2577,divorcé,,0.43,2024-05-30,439.0,,14060.211112473366
Smith,Nathan,55,180.6,78.9,H,non,aucun,Occitanie,oui,oui,het,0,283.7,2363,célibataire,4.0,0.83,2020-04-11,471.0,,500.0
Russell,Kimberly,65,174.4,66.0,F,non,doctorat,Corse,oui,non,het,2,300.1,1798,célibataire,5.0,0.87,2023-09-09,,5000.0,500.0
Campbell,Michael,48,170.6,66.1,F,non,master,Corse,oui,non,het,-1,143.0,1125,,,0.35,2020-07-01,,5000.0,500.0
Larson,Ashley,49,157.9,89.2,F,oui,aucun,Normandie,oui,non,het,0,107.0,858,,0.0,0.26,2025-04-09,616.0,10000.0,500.0
Dickerson,Ashley,44,168.8,68.6,H,oui,doctorat,Normandie,oui,oui,het,2,172.4,1011,célibataire,2.0,0.79,2022-02-28,366.0,,9845.714837942298
Daniel,Michael,35,163.6,67.8,F,non,bac,Corse,non,oui,het,1,438.4,1600,marié,,0.42,2024-10-13,316.0,,500.0
Swanson,Christopher,68,176.3,65.6,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,2,112.5,2735,,,0.12,2024-11-15,748.0,831.66,29895.957585398966
Griffin,Susan,50,171.7,98.0,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,het,0,313.2,1764,veuf,1.0,0.16,2025-04-17,,361.05,500.0
Harris,Stephanie,68,181.7,72.7,H,oui,master,Corse,non,non,het,2,246.0,1283,divorcé,5.0,0.62,2022-06-17,,775.92,500.0
Blevins,Paul,22,157.2,83.0,F,oui,bac,Occitanie,non,non,het,0,329.8,4605,célibataire,,0.67,2024-04-25,,200.67,500.0
Cruz,Jonathan,71,169.2,73.6,F,non,master,Corse,oui,oui,het,0,183.5,1977,divorcé,3.0,0.74,2022-12-31,,5000.0,500.0
Miller,Corey,57,161.7,71.3,H,oui,doctorat,Île-de-France,oui,oui,het,2,175.6,2536,veuf,,0.97,2021-03-09,,938.37,32575.81198390993
Carr,Monique,57,173.9,74.7,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,1,257.1,3495,,3.0,0.64,2020-11-24,,,11414.549373155434
Mcguire,Christian,29,169.2,80.9,F,oui,master,Corse,oui,oui,het,1,166.7,1930,,,0.94,2023-07-29,559.0,,3012.063373554618
Goodwin,Matthew,37,173.5,80.8,F,oui,aucun,Bretagne,oui,oui,het,0,171.4,500,divorcé,,0.04,2023-01-31,792.0,10000.0,500.0
Jones,John,45,184.0,59.4,H,non,aucun,Corse,non,oui,het,0,325.2,2684,marié,,0.06,2021-12-05,,10000.0,500.0
Mason,Erin,51,180.9,84.8,H,non,bac,Auvergne-Rhône-Alpes,oui,non,het,0,255.9,2950,veuf,0.0,0.58,2021-10-02,,1310.53,500.0
Johnson,Peter,75,164.2,73.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,1,207.7,2582,célibataire,3.0,0.89,2023-02-07,,10000.0,500.0
Thomas,Megan,44,155.8,60.0,F,oui,bac,Hauts-de-France,non,non,hom,0,350.8,2504,divorcé,,0.17,2023-10-24,653.0,,500.0
Munoz,Kristi,46,164.5,81.4,H,oui,aucun,Corse,oui,oui,het,-1,340.7,4841,célibataire,5.0,0.96,2024-02-06,,5000.0,500.0
Fisher,Lisa,74,157.5,66.0,H,non,doctorat,Hauts-de-France,non,oui,het,2,272.7,502,divorcé,,0.79,2022-07-13,,10000.0,7489.534552154358
Mitchell,Donald,67,171.9,75.2,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,-2,208.6,500,marié,4.0,0.64,2022-12-16,,703.27,500.0
Kim,Jason,22,181.7,76.2,F,oui,doctorat,Bretagne,oui,non,het,4,258.4,3333,veuf,0.0,0.88,2024-06-03,,,9477.574898971938
Green,Jeffrey,74,184.0,65.9,F,non,bac,Hauts-de-France,oui,oui,het,1,232.5,500,,5.0,0.33,2024-11-14,,,500.0
Proctor,Joel,46,168.0,89.5,H,oui,aucun,Bretagne,oui,oui,hom,5,373.2,2353,veuf,1.0,0.53,2022-10-10,,5000.0,16991.04537471131
Williams,Jessica,67,161.2,58.5,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,0,291.6,4739,veuf,4.0,0.64,2023-08-20,,5000.0,5352.781809756316
Jones,Robert,74,178.6,69.6,F,oui,bac+2,Île-de-France,oui,oui,het,1,138.1,2399,veuf,4.0,0.81,2020-07-07,,482.18,6200.540488660839
Turner,Samantha,42,165.9,48.6,H,oui,bac+2,Normandie,non,oui,het,5,209.0,3935,,,0.05,2024-04-20,,5000.0,51449.06641903335
Cisneros,Lisa,66,183.6,60.2,H,non,aucun,Normandie,non,oui,hom,4,143.3,1826,célibataire,1.0,0.79,2022-12-22,,799.06,817.2094424726369
Bell,Kelly,35,171.7,88.9,F,non,bac+2,Corse,oui,non,het,0,159.9,2769,veuf,0.0,0.52,2021-06-25,788.0,,500.0
Calhoun,Lisa,43,181.7,88.3,H,non,doctorat,Corse,oui,oui,het,0,298.1,3404,marié,4.0,0.04,2022-06-16,369.0,1188.87,5046.756670356956
Garrett,Daniel,33,173.4,75.6,H,oui,master,Occitanie,non,non,het,3,247.3,4496,,,0.88,2020-09-10,436.0,5000.0,11133.588747115149
Mitchell,Robert,44,156.1,60.8,F,non,aucun,Occitanie,non,non,het,0,350.5,2812,veuf,,0.53,2022-02-16,578.0,10000.0,500.0
Bauer,Fernando,47,169.8,96.5,F,oui,master,Bretagne,oui,oui,het,0,307.0,4000,marié,,0.54,2020-03-06,,,5898.4067216016065
Turner,Maria,48,161.9,80.4,F,non,doctorat,Hauts-de-France,non,oui,het,3,150.1,500,veuf,,0.56,2024-12-16,554.0,5000.0,18404.40555154162
Thompson,Carol,25,169.7,54.2,H,oui,doctorat,Normandie,non,non,het,3,313.1,2869,veuf,,0.19,2022-04-24,796.0,812.97,13074.030067089006
Thomas,Amy,36,153.2,66.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,1,537.4,3431,marié,,0.6,2022-11-29,,5000.0,28636.522945831894
Brooks,Jonathon,36,175.5,80.0,F,non,doctorat,Bretagne,non,oui,het,0,171.9,3635,veuf,,0.99,2022-09-07,431.0,5000.0,26470.0734951104
May,David,57,191.1,51.1,F,non,bac+2,Normandie,non,oui,het,1,101.3,3975,divorcé,,0.03,2020-09-01,833.0,5000.0,6395.482687750214
Weiss,Jose,43,168.4,58.3,F,oui,aucun,Bretagne,oui,oui,het,2,136.4,1621,divorcé,,0.32,2020-08-28,,805.32,500.0
Henry,Michael,30,189.6,81.6,F,oui,bac,Normandie,non,non,het,0,167.4,1752,divorcé,2.0,0.71,2022-05-24,,,500.0
Martinez,James,22,178.7,65.5,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,0,300.9,3419,célibataire,4.0,0.89,2021-11-27,520.0,,500.0
Richardson,Elizabeth,37,177.1,85.8,H,oui,bac,Occitanie,non,non,het,1,237.9,1978,divorcé,,0.89,2024-10-09,721.0,,500.0
